"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","explicit"
"Mrs. Brown You've Got A Lovely Daughter",71,"1GJCJpKYfzRUsYnSRy4Mfz",0.642,0.455,0,-9.695,1,0.0578,0.748,0.0307,0.0966,0.888,149.21,167480,4,20.40889,9,1,0
"Bring It On Home To Me",588,"0WVTQp3SOCuMr08jh1jweV",0.523,0.402,0,-8.233,1,0.0305,0.778,0,0.432,0.675,70.863,162533,4,76.13194,6,1,0
"Cry To Me",214,"1tYk5zABu6h8CMP1cSea56",0.733,0.624,4,-9.849,1,0.0374,0.623,0,0.407,0.912,114.584,154907,4,61.27749,7,1,0
"Happy Heart",315,"5dcxuUQZI7nPldcNkxAR9v",0.265,0.356,7,-12.721,1,0.0321,0.694,0,0.656,0.509,110.761,192467,4,40.32515,7,1,0
"Lovefingers",256,"1uXOJMO6bUhTl439u6vtSa",0.594,0.619,6,-9.147,1,0.0437,0.319,0.00765,0.119,0.323,118.954,249667,4,27.77371,6,0,0
"Is It Because I'm Black",919,"2tqd5MGF8wXhpHoOKXoF3A",0.755,0.528,8,-8.946,0,0.072,0.33,0,0.142,0.883,135.104,454853,4,29.72269,17,1,0
"Granada",178,"2C1ItJ7G62AJyBje9WBpfW",0.364,0.467,11,-9.612,1,0.0384,0.472,0,0.915,0.644,151.18,219133,4,30.24149,11,1,0
"Sukiyaki",920,"6meIeOX3DHdaCnaNw67abE",0.415,0.359,7,-11.094,1,0.0334,0.707,6.53e-05,0.319,0.404,146.029,189520,4,34.31305,10,1,0
"Anoche No Dormí",47,"6QT38PDzkw5jSuXWTbzXwc",0.53,0.482,7,-8.734,1,0.0285,0.476,0,0.329,0.54,106.951,141867,3,25.31802,7,0,0
"L'anamour",2,"6MQw6cXdPTQy3stSNLvgih",0.627,0.409,0,-13.407,1,0.0402,0.0591,0.001,0.45,0.925,95.841,135693,4,32.99362,7,0,0
"Just One Look",344,"2liqD6hfL4uNzqMeY9iYaK",0.645,0.81,2,-8.009,1,0.0563,0.651,3.3e-06,0.286,0.875,127.842,148173,4,64.34726,6,1,0
"Salve Regina",22,"1oz4ckeVjANlt6fsAq1D80",0.144,0.213,8,-17.678,1,0.0424,0.962,0.0239,0.241,0.136,89.261,200387,4,48.7994,9,0,0
"West Side Story: Overture",189,"513mEnijhLWoGVhrFiU0Se",0.22,0.533,9,-11.888,1,0.0915,0.896,0.878,0.125,0.323,81.817,280067,4,24.31748,9,0,0
"In Epiphania Domini. Communio: Vidimus Stellam, IV Mode",22,"0O9yRVHKHA3TgQDFPa1je6",0.294,0.0603,5,-19.018,0,0.0601,0.988,0.199,0.107,0.0352,62.425,53187,4,24.55713,3,0,0
"Light My Fire",73,"5uvosCdMlFdTXhoazkTI5R",0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760,4,25.82682,15,1,0
"Billy the Kid Suite: I. Introduction. The Open Prairie",259,"5CN2WmOmZR2g9fmiFyqjo5",0.225,0.155,0,-16.454,0,0.0366,0.92,0.899,0.634,0.0773,58.467,193800,3,83.70978,5,0,0
"I Believe",791,"4dpufyK2lWWG0Nb71zuEpV",0.515,0.419,2,-10.946,1,0.0266,0.802,0,0.168,0.519,102.14,127667,3,37.06111,7,1,0
"Cupid",588,"6VuO6xcpSeeLfqBo4ePbkw",0.469,0.393,7,-9.968,1,0.0348,0.843,0,0.168,0.601,120.066,154867,4,27.00871,9,1,0
"Suddenly You Love Me",924,"3vWuaWqY6vzsyWF61AE3WG",0.56,0.918,2,-3.789,1,0.0606,0.0609,0,0.16,0.74,105.591,165027,4,54.61966,8,1,0
"Wives And Lovers",307,"33yeTx321qQCaLyh2nE6BY",0.354,0.472,5,-13.215,0,0.0464,0.449,0,0.28,0.541,96.026,149040,4,28.14685,9,1,0
"A Volta do Boêmio",49,"67LQpgGMjI0jnXo9lRj07C",0.596,0.314,9,-10.024,0,0.029,0.892,1.34e-06,0.168,0.599,99.442,185667,4,54.99437,8,0,0
"La javanaise",2,"7cUKT1Wiwve4E5iRFOLVmz",0.427,0.458,9,-12.863,1,0.0407,0.289,0.00107,0.239,0.423,129.303,149240,3,40.05711,6,0,0
"Vallan Vallende",43,"1qPJpcQYtGl638PaZDpjrl",0.563,0.494,8,-9.001,1,0.0807,0.498,0.0328,0.252,0.571,125.531,156560,4,28.34271,8,0,0
"Lovesick Blues",926,"08FHOG2zOkqCQ0IYOmJ5bj",0.595,0.47,0,-9.965,1,0.0298,0.707,0,0.118,0.791,128.227,164667,4,30.33224,8,0,0
"Olvidame",136,"2Yoeyua0ADWChZ6MXPMVld",0.54,0.442,7,-5.054,1,0.0269,0.742,6.32e-05,0.175,0.735,107.05,151733,4,49.38081,7,0,0
"Gravy (For My Mashed Potatoes)",507,"2ZxzsmJ093WPTBbsoCf6CN",0.793,0.798,2,-5.62,1,0.0335,0.507,2.09e-06,0.203,0.97,129.964,128093,4,22.62184,8,1,0
"Cello Suite No.1 In G Major, BWV 1007: 1. Prélude",432,"6A65YQWLzsBz56THvZNzGj",0.205,0.129,7,-18.197,1,0.0595,0.968,0.946,0.101,0.296,136.871,170000,4,48.29695,8,0,0
"El Rostro Mio",120,"2HasJrNuMMrE3uNIgdeFh3",0.289,0.25,0,-13.662,1,0.0339,0.821,7.17e-06,0.657,0.546,199.222,157387,4,25.70983,10,0,0
"Crazy",134,"3zpj9dvJABiyMrmLCPw6i8",0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.765,164573,3,34.53449,8,1,0
"(I Know) I'm Losing You",665,"6y8o4V2R2dSt2ijgL8C72W",0.634,0.503,5,-11.89,1,0.0282,0.5,0,0.0465,0.813,109.57,149493,4,44.35741,7,1,0
"Stop Stop Stop",344,"3Jw2A9SC8zhntx4ON9VabX",0.597,0.66,4,-10.812,0,0.0331,0.132,0,0.0948,0.742,136.283,174533,4,63.26553,7,1,0
"Hully Gully Baby",771,"2GOXRG253GichrSuiZ5j0H",0.771,0.642,2,-6.28,1,0.0513,0.484,1.39e-06,0.135,0.961,125.301,153467,4,27.5048,9,1,0
"That's Life",178,"4FmCUATNIarCQh72JYdvnm",0.55,0.439,7,-14.193,1,0.071,0.528,0,0.437,0.633,111.652,187040,3,26.65769,8,1,0
"I Say A Little Prayer",88,"3NfxSdJnVdon1axzloJgba",0.59,0.355,9,-14.051,1,0.0352,0.48,0,0.0585,0.499,133.03,216773,4,32.23943,9,1,0
"Hay Ojitos",369,"0fMUhIULkObcaeYxiQ4zAF",0.874,0.565,8,-9.039,1,0.0673,0.16,4.79e-05,0.305,0.966,119.091,145338,4,34.9817,8,0,0
"It Hurts To Be In Love",132,"0Sr9pmp8QMts6l3kAunRrP",0.591,0.662,6,-8.657,1,0.0443,0.0702,0,0.103,0.881,129.955,152760,4,25.74826,8,1,0
"Maybe I Know",223,"4GTSIdVIP1zCCqXnHPewrZ",0.565,0.455,5,-9.367,1,0.0493,0.821,0,0.163,0.794,123.419,154000,4,31.29453,10,1,0
"Quero Esquecer Você",125,"7CEGXqzXZv7gxsyF30J8cz",0.504,0.408,9,-9.298,0,0.0342,0.852,0,0.169,0.793,153.615,140227,4,40.30623,8,0,0
"Walkin' My Cat Named Dog",930,"6S89ZitemdRnIshumKqpyt",0.572,0.55,2,-6.205,1,0.0282,0.459,0,0.181,0.857,111.609,138600,4,56.98484,7,1,0
"Under The Boardwalk",204,"65jrjEhWfAvysKfnojk1i0",0.747,0.226,7,-13.635,1,0.0415,0.908,0.000168,0.107,0.778,123.789,161960,4,41.69995,9,1,0
"Ave Gengis Khan",277,"2NfhvrxysUerIjzNMIAQMX",0.398,0.917,7,-3.026,1,0.0649,0.297,0.0801,0.347,0.472,90.733,231200,4,25.77577,9,0,0
"Beauty Is a Rare Thing",343,"2YDH63InW4Tuf4aEupiPxE",0.463,0.0263,5,-24.799,0,0.0438,0.872,0.362,0.127,0.142,110.5,434667,4,49.27445,16,0,0
"Move Over",931,"6RbvfVblYgW4cL53sWAhE7",0.479,0.709,5,-14.256,1,0.0308,0.111,0.0391,0.173,0.963,133.905,173440,4,38.67734,8,1,0
"Fever",396,"78eqrJFbfW5WRWVeM3KPPg",0.753,0.528,7,-11.864,0,0.0337,0.047,0,0.0474,0.963,115.551,170160,4,29.61342,9,1,0
"Leave Me Alone",650,"0V0taT8CDOCW5sbjdiDc6r",0.649,0.502,9,-11.501,1,0.0361,0.663,0,0.659,0.844,120.358,138733,4,23.87749,7,1,0
"Run, Run, Run",37,"5nPN6ITjQwtVOXRs2ioYXl",0.426,0.673,10,-9.143,0,0.0441,0.746,2.4e-05,0.678,0.595,146.173,134960,4,37.16578,8,1,0
"Mystic Eyes",934,"4jyTPINPO1Zc6an1zPWJTy",0.408,0.857,9,-7.334,1,0.0713,7.58e-05,0.2,0.151,0.487,121.334,163453,4,29.05576,8,1,0
"Tunji",209,"3a5U2TapxjPESGzL38b7Ch",0.501,0.408,4,-11.419,1,0.0362,0.586,1.65e-05,0.123,0.268,112.714,390627,4,19.83264,14,0,0
"You're No Good",602,"0WiKz86jAqiP6ZnuAZv8nz",0.623,0.495,0,-11.564,1,0.0343,0.368,0,0.297,0.883,115.146,137080,4,40.28969,7,1,0
"Just Dropped In (To See What Condition My Condition Was In)",935,"4Wrc3Jz4POj0ibPj5iuq0r",0.58,0.551,9,-9.898,0,0.0582,0.181,0.00719,0.15,0.516,115.896,201213,4,54.35297,8,1,0
"Help!",27,"7DD7eSuYSC5xk2ArU62esN",0.534,0.725,6,-7.576,0,0.0332,0.188,0,0.0994,0.763,95.003,139560,4,46.46076,7,1,0
"Bridges (Travessia)",765,"1THt7Fbo13MSMW9nTzwhE2",0.547,0.247,9,-13.482,1,0.0285,0.73,8.4e-05,0.226,0.341,107.266,229347,4,61.86624,12,0,0
"When You Walk In The Room",83,"69W8SeNtFmZCU36BKcz538",0.487,0.951,9,-4.292,1,0.0458,0.227,0,0.123,0.901,134.323,140480,4,28.69573,8,1,0
"Swing Low, Sweet Chariot",22,"5p0SSMdQRNNBUJsP5pIp4R",0.192,0.182,8,-20.425,1,0.0625,0.989,0.00117,0.138,0.0767,169.244,199973,3,23.97156,13,0,0
"En Nuestra Casa",35,"25R46JuZSl6GkHfiYvzSqp",0.423,0.41,2,-6.839,1,0.0265,0.568,0,0.355,0.621,102.253,175307,3,23.35041,10,0,0
"Woman's Got Soul",168,"3CABiRWxL4z7btvaKIMGLd",0.696,0.467,8,-9.084,1,0.0841,0.776,0,0.121,0.708,117.85,147467,4,26.62637,10,1,0
"Happy Jack",661,"4EQL3I68WEw20icaY5y6Cy",0.556,0.572,2,-11.692,1,0.0554,0.0272,0.00498,0.105,0.964,128.888,132800,4,48.98309,8,1,0
"I Want To Take You Higher",294,"4qpIk2rvkmxJEVvt38tepd",0.613,0.844,9,-10.147,1,0.0553,0.123,0.761,0.308,0.519,102.773,322360,4,18.87895,15,1,0
"Hope For Happiness - Reprise",383,"5uJeHOPhy4Q9ashIrDflsW",0.397,0.693,4,-9.179,1,0.0815,0.0208,0.0211,0.154,0.484,124.395,97827,3,51.7102,4,0,0
"Travelin' Man",478,"2jc4wyf3ys0zKCpxHRjEYx",0.741,0.363,2,-12.484,1,0.0335,0.669,0,0.117,0.859,123.263,142933,4,40.08185,8,1,0
"Me Han Contado de Ti",120,"5Oi2Bm5xspj5t7o6wOEapL",0.687,0.384,0,-8.488,1,0.0355,0.627,4.18e-06,0.212,0.937,114.333,139573,4,40.42031,7,0,0
"Almost There",315,"1lwDZyD1jUdsrFxb8vcZGm",0.428,0.374,9,-14.527,1,0.0281,0.822,0.000121,0.155,0.468,102.171,177467,4,37.67094,12,1,0
"Nadie me Quiere",120,"5lm315k6XnxDvA5HcP529f",0.379,0.225,7,-14.799,0,0.0307,0.669,0.000112,0.268,0.361,94.95,181067,4,31.80628,8,0,0
"The Greatest Hurt",17,"2dDlDQVkmeQUuZJ4q0TUYH",0.388,0.359,7,-9.863,1,0.0307,0.889,0,0.149,0.482,79.959,196080,3,41.1568,8,1,0
"Swansea Town",22,"3IkvKTMcwwksqQtIMhhAtj",0.318,0.192,2,-20.172,1,0.0568,0.994,3.31e-06,0.119,0.311,108.584,180227,4,40.65672,9,0,0
"Everybody",246,"4IJcHdY7t0TcHnmjNtPkil",0.544,0.588,11,-7.595,0,0.0287,0.361,0,0.127,0.842,142.465,119187,4,37.60915,6,1,0
"El Malquerido",120,"6sP6YiDnY71afIuQfv7XOD",0.614,0.243,7,-14.866,1,0.0449,0.806,7.86e-05,0.358,0.76,114.654,163120,4,24.3716,9,0,0
"You're My Everything",665,"2imeCEVWpza2OheK2KoANa",0.582,0.377,0,-10.414,1,0.0286,0.629,0,0.0922,0.675,96.783,180533,4,34.76247,9,1,0
"Comme des étrangers",52,"1qilrAMHk8GOwn9PwWDxXe",0.405,0.427,5,-6.553,0,0.0443,0.793,0,0.186,0.356,74.499,146133,3,17.90779,7,0,0
"Reconsider Me",726,"2yTmmNuGgUIfSwx9BouWuP",0.441,0.49,5,-11.249,1,0.0447,0.642,0.000456,0.417,0.556,107.735,235431,1,39.55801,12,1,0
"Crossroads",351,"6PUabSMXmPnZna361Wwmf7",0.391,0.756,7,-11.317,1,0.0648,0.413,0.0418,0.879,0.839,131.648,258467,4,41.04312,11,1,0
"Toccata & Fugue in D Minor, BWV 565: Toccata",432,"1IvbTY69Gzb0ykekaBxUxF",0.163,0.128,2,-15.45,1,0.0386,0.793,0.855,0.113,0.0382,136.843,185267,3,64.83711,7,0,0
"The Ecstasy of Gold (From ""The Good, the Bad and the Ugly"")",6,"68oxELAW6URbwJCKmBiNDa",0.138,0.712,0,-5.271,1,0.069,0.746,0.773,0.0714,0.133,99.877,203067,4,31.95776,9,0,0
"No Te Vayas",120,"2JQGQyGn7QiznidatjcT8e",0.533,0.194,11,-13.586,0,0.0305,0.905,3.03e-05,0.0934,0.652,106.898,172640,4,29.89041,9,0,0
"Gone, Gone, Gone",20,"0Suvt6p6nR713tBFWXaGtr",0.619,0.814,11,-10.027,1,0.0338,0.302,1e-05,0.0864,0.753,98.032,123920,4,40.68268,7,1,0
"Sugar Town",433,"0AWN35e76cvPxAUms8SojX",0.727,0.382,7,-11.786,1,0.0408,0.664,0,0.076,0.62,108.213,146469,4,29.30784,8,1,0
"Folsom Prison Blues",509,"2fDHuS1PTkHBbCWWZF1ph9",0.621,0.524,0,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586,162653,4,25.41325,10,1,0
"Day Is Done",563,"66790TBuwlIrGxWWTVc6yl",0.487,0.298,2,-15.225,0,0.0328,0.603,0.682,0.161,0.457,124.332,146027,4,29.46619,7,0,0
"Fruta Verde",120,"312HpBlC0MBxySOeglxIm8",0.556,0.283,0,-13.301,1,0.0323,0.853,1.65e-06,0.408,0.81,106.859,144267,4,16.86487,7,0,0
"No Te Vayas Sin Mí",341,"0WRwEt96lCVHEu942K9b5C",0.647,0.294,0,-12.702,1,0.0321,0.92,3.22e-06,0.0916,0.451,100.471,187800,4,28.02345,12,0,0
"Mama",479,"5htJrzx9BOWrWWuTFRbehY",0.271,0.208,0,-11.22,1,0.0314,0.9,0.000107,0.334,0.112,87.551,237867,3,62.94154,10,1,0
"(The Man Who Shot) Liberty Valance",132,"2ZHxl0iAc5mwJFX6Y5TvRU",0.602,0.591,1,-8.684,0,0.053,0.739,0,0.175,0.837,88.395,178440,4,26.56873,8,1,0
"Anyone Who Knows What Love Is (will understand)",487,"6L2woktiAuW35BrcROmhW5",0.389,0.29,2,-11.868,1,0.0393,0.406,3.97e-05,0.0758,0.158,185.005,181293,3,31.72051,10,1,0
"Glad She's A Woman",66,"7vJtTE1k2wPaqRmzEJ84OK",0.134,0.364,6,-10.94,0,0.0315,0.548,0.000156,0.145,0.376,173.739,171933,4,32.28999,10,1,0
"That Sunday, That Summer",729,"3SWIQx1j5erTiT9IXcaRNH",0.249,0.46,1,-9.914,1,0.0406,0.755,0,0.395,0.462,82.495,190667,4,18.51775,11,1,0
"Henè Ma Tov - Live",102,"4Alg8hjjXVBBv5RhvHCFpQ",0.401,0.26,5,-13.411,1,0.125,0.879,0,0.695,0.398,167.662,238776,3,21.97454,10,0,0
"Purple Flower - Rudy Van Gelder Remaster",44,"4f1iABbHbdsKU6GsYKoyfh",0.289,0.108,10,-18.837,1,0.0371,0.909,0.845,0.107,0.19,102.582,266773,4,43.4575,11,0,0
"Tensions - Alternative; Version",77,"2cp9P6pU2HrXwQI3yHtqpV",0.461,0.425,3,-11.063,1,0.0536,0.777,0.553,0.109,0.427,92.746,319933,4,89.78571,12,0,0
"Everything That Touches You",523,"7g0WpDuOX4hxBKCsoitOXn",0.545,0.356,7,-11.709,1,0.0276,0.578,0.000377,0.425,0.638,109.822,198987,4,25.46501,12,1,0
"From Me To You",27,"1euKWJfJSfPhgSendPrcXb",0.581,0.821,0,-4.387,1,0.0318,0.507,0,0.108,0.968,136.145,116160,4,42.83398,6,1,0
"Señora Tentación - Bolero",120,"72bzNy5bw1bm2SbceMJlBw",0.568,0.334,5,-11.382,1,0.0345,0.88,0.000958,0.112,0.725,113.844,196680,4,18.2974,12,0,0
"Sweet Little Angel",331,"63MynbvINbRgvE2HupTJgF",0.551,0.178,2,-16.303,1,0.0434,0.486,0.00662,0.086,0.292,81.518,339467,1,30.30438,16,0,0
"In The Bad, Bad Old Days (Before You Loved Me)",801,"73gbDgw41x40HjXS24qy8G",0.492,0.902,0,-5.079,1,0.0857,0.189,0,0.341,0.693,126.163,200627,4,30.88969,12,1,0
"There's A Kind Of Hush",71,"3QzPRTZ6hocM2nTZYkdIq7",0.566,0.63,0,-8.092,1,0.0305,0.324,0.000794,0.63,0.852,129.192,153453,4,25.19987,9,1,0
"Paal Polave (Naalai Intha)",5,"7AWNYWZflxhaN7SgeqPzhD",0.314,0.37,0,-10.54,1,0.0358,0.985,0.602,0.274,0.591,83.257,289320,4,49.67494,16,0,0
"In The Misty Moonlight",950,"61wCVx5B4X8nM64dM3Bln8",0.575,0.151,10,-23.438,1,0.0331,0.951,0.0679,0.226,0.559,113.328,180547,4,47.18329,8,1,0
"The Fool On The Hill",574,"7384ZImepcCLSwbxmX1D2T",0.656,0.272,9,-20.372,1,0.0348,0.839,0.00112,0.0654,0.775,123.806,191533,3,46.96776,11,1,0
"Pilou pilou hé - (Nouvelle version de 1960)",549,"6lljjtJgyjm2wMhQPlENlb",0.649,0.59,6,-5.17,1,0.0832,0.565,0,0.085,0.647,92.742,137947,4,22.37461,7,0,0
"SACRIFICE OF THE MOON",185,"67i2DhgsOpk819utDGaD7i",0.253,0.293,9,-9.867,0,0.0358,0.301,0.0318,0.0986,0.186,178.324,225640,3,56.12984,7,0,0
"Bebete Vãobora",125,"3vST7tho4iT90949PEtM7i",0.412,0.633,11,-6.241,0,0.0604,0.749,0,0.388,0.799,90.126,155493,4,24.39914,10,0,0
"Never Going Back",131,"3Kj1FUd1N1E7whESUWEuKI",0.5,0.585,7,-9.213,1,0.037,0.468,0.000166,0.142,0.709,135.051,171680,4,36.4439,10,1,0
"Appalachian Spring: IV. Quite Fast",259,"4NRm9G74hT0UHKYw8NjZXs",0.374,0.27,4,-15.228,1,0.039,0.968,0.934,0.242,0.259,126.543,214293,4,29.25399,11,0,0
"Baby, Baby",421,"64UiEiIlubpkjfnFCNIcOu",0.558,0.643,5,-9.496,1,0.0359,0.202,0,0.065,0.92,94.65,176333,4,28.02099,10,0,0
"Engey Neeyo",5,"3apCoajFxs5RZIgXHdcZPp",0.326,0.411,5,-14.939,0,0.038,0.992,0.631,0.346,0.696,137.483,220173,4,26.79214,10,0,0
"Run To Him",26,"1QhVLyrR1If5e5i7TA8xwh",0.323,0.459,7,-11.686,1,0.0312,0.592,0,0.0931,0.58,99.309,130133,4,34.858,8,1,0
"P.S. Unless One Has (Blues Connotation)",343,"2zrlzgQa34sVExHMKqkjTA",0.564,0.352,6,-15.794,1,0.0412,0.59,0.0709,0.266,0.63,137.638,317733,4,47.51924,16,0,0
"Comin' Home Baby",171,"1RMf2VXKzLJLsnVSUhLK1T",0.736,0.394,5,-13.392,1,0.0343,0.602,0.94,0.104,0.827,123.24,185187,4,46.76132,10,0,0
"La Guarachera",98,"7kWdf24d03AheJu4KF4mo3",0.503,0.927,0,-5.582,1,0.0557,0.395,0.000472,0.222,0.573,129.272,164987,4,27.90001,10,0,0
"Over You",902,"4XYHEuDwsKuxSpiIylcMnB",0.4,0.455,2,-10.679,1,0.0338,0.374,2.54e-06,0.246,0.532,115.531,144293,4,26.04254,8,0,0
"Too Weak To Fight",711,"2cGOGVV115VFgJrF3QTO20",0.666,0.386,1,-14.184,1,0.0272,0.438,2.34e-06,0.0519,0.939,102.423,138560,4,42.89114,8,1,0
"Batidinha",7,"3KqGO5n8QUERnz0HXcma5S",0.557,0.305,4,-20.066,1,0.0287,0.6,0.96,0.0904,0.71,140.016,197760,4,20.54109,12,0,0
"Tres Lunas",120,"5NCuyGCeuG1hP12e4EH2Qv",0.404,0.368,0,-10.524,1,0.0332,0.619,0,0.108,0.551,94.805,151133,1,26.49357,8,0,0
"Quiet Nights of Quiet Stars (Corcovado)",7,"1FdulvpRiLgkseCz7RrNOR",0.388,0.255,0,-16.496,1,0.0332,0.77,0.0737,0.0838,0.25,107.426,165213,3,28.26428,10,0,0
"Raindrops Keep Fallin' On My Head",933,"0zRtBDhwtIFTfoK2HuURbM",0.519,0.446,5,-9.287,1,0.0388,0.813,0.000124,0.11,0.654,104.962,184493,4,33.14169,8,1,0
"Soul Eyes",209,"2h1o6yFR9Gjh8DqHwTy3M9",0.392,0.304,5,-11.857,0,0.0428,0.936,0.166,0.0908,0.198,78.051,323147,4,15.27093,14,0,0
"Quinque Prudentes Virginis",22,"7fG5RSA7D74nePXFKWslS7",0.255,0.156,7,-19.505,0,0.0429,0.989,0.000248,0.115,0.0599,95.445,79747,3,30.81196,6,0,0
"You're A Wonderful One",40,"1qZcepZC1sulgWKM1y9LYs",0.646,0.462,10,-9.887,1,0.0317,0.809,0,0.108,0.831,84.471,164960,4,58.02805,6,1,0
"Greensleeves",22,"1ouiiAXV6CSoIxtfBdMWMu",0.206,0.183,4,-16.958,0,0.0426,0.948,0.565,0.135,0.183,71.712,190053,4,46.99697,10,0,0
"Mood Indigo",77,"2Z7ktNuO2YsY2wS5FC62k4",0.348,0.107,0,-22.793,0,0.0306,0.933,0.887,0.1,0.115,58.801,285933,4,51.3995,12,0,0
"(Sweet Sweet Baby) Since You've Been Gone",88,"3lrSnngQqNWgvQmcFbCJCx",0.708,0.67,3,-8.142,1,0.029,0.471,0.0314,0.0631,0.94,117.149,145507,4,30.02317,9,1,0
"Se O Passado Voltasse",418,"3HB9NAlWPRqvKkDrbiLfr8",0.657,0.828,4,-8.033,0,0.0506,0.145,0,0.301,0.963,105.39,158333,4,38.00573,7,0,0
"Needles And Pins",83,"0zABw1PtGYHsU4VDpDZsra",0.565,0.953,9,-6.504,1,0.0393,0.0546,2.95e-05,0.0637,0.887,124.287,131360,4,22.00856,6,1,0
"Madama Butterfly, Act I: Vieni, amor mio! (Pinkerton, Butterfly, Goro)",24,"4vHHgcGz2dos0k5QHrLNhe",0.331,0.0646,2,-19.851,0,0.0377,0.948,0.00394,0.193,0.12,116.627,166560,4,30.83021,8,0,0
"Y Nuestro Cariño Que",136,"26hR21qqNSVDrHQQPuYF3E",0.506,0.42,7,-6.007,1,0.0276,0.498,3.76e-05,0.18,0.331,101.779,150227,4,22.68246,8,0,0
"Marginália II",78,"3CMxvpY4oUrf3dCGdWSUHt",0.405,0.675,9,-9.292,1,0.0521,0.816,1.16e-05,0.21,0.705,122.318,162107,4,28.39341,10,0,0
"Candeias",403,"4pzDEIcFSax3TpjZgcDE57",0.356,0.0924,7,-23.363,1,0.0316,0.945,0.0523,0.128,0.304,98.468,190733,4,54.22126,11,0,0
"Quem Te Viu, Quem Te Vê",215,"0b6klDHeNP6WGMdudb4aN4",0.324,0.675,1,-6.596,1,0.0312,0.244,0,0.281,0.616,84.477,253493,4,41.95989,12,0,0
"Un Día Con Otro",369,"26KCTji9eySYgwH75WS0GR",0.735,0.26,8,-8.493,1,0.0281,0.351,0,0.0506,0.778,82.116,171269,4,40.12207,9,0,0
"Ghosts",253,"4IfjnNG3AA8ZIlYBSWiHyt",0.341,0.708,10,-10.464,1,0.101,0.354,0.749,0.355,0.736,86.64,169173,4,50.67478,8,0,0
"Cyclic Episode",955,"7wjUhYlLAO3B1e3nLEmN6r",0.465,0.364,2,-14.941,1,0.0398,0.798,5.28e-05,0.329,0.375,108.427,416880,4,60.31932,18,0,0
"Distant Shores",336,"1HkEcKZgwPKcYSCM1llppS",0.572,0.452,9,-11.564,1,0.0276,0.463,0.263,0.155,0.599,109.127,166960,4,24.55402,9,1,0
"Daddy Sang Bass",509,"15TITugVC8RrpLctHXOqT8",0.681,0.638,4,-7.818,1,0.0367,0.699,0.000629,0.0581,0.677,96.882,140440,4,27.08829,7,1,0
"And When I Die",411,"7kDPwGDjxDBONlPpkc1p77",0.628,0.439,9,-10.728,1,0.134,0.332,1.35e-05,0.0555,0.507,127.589,244973,4,64.70919,10,1,0
"For a Few Dollars More: Watch Chimes (Carillon's Theme)",6,"3YvRGdE4ZePXxl9OzpGp0Y",0.405,0.125,7,-13.708,0,0.0329,0.822,0.929,0.122,0.0636,100.087,73493,4,21.49768,3,0,0
"My Special Angel",417,"2mIa7yUMZyREQXxrRpkefS",0.326,0.543,0,-10.335,1,0.0379,0.537,0,0.184,0.39,104.59,180419,3,33.04149,11,1,0
"San Francisco (Be Sure To Wear Flowers In Your Hair)",815,"77qBwefBIdzymXNCuAI8YX",0.495,0.67,7,-5.918,1,0.0284,0.047,2.52e-05,0.219,0.478,112.443,178933,4,34.87957,8,1,0
"Don't Say Nothin' Bad (About My Baby)",828,"5QV1ERhFeYKZfK1Y99gYG6",0.611,0.591,2,-7.138,1,0.0352,0.717,0.00888,0.478,0.91,124.115,165840,4,31.19564,9,1,0
"Cuando Llora Mi Guitarra",532,"6RdBisyscwVXfjcSfPXGoq",0.482,0.152,4,-18.977,0,0.0871,0.97,0.0129,0.0728,0.4,171.103,147493,3,37.23599,8,0,0
"Safe In My Garden",196,"3hyijGbu3p2VWapIJY2xgT",0.428,0.338,0,-12.536,1,0.0307,0.663,0,0.208,0.161,86.99,192427,4,32.42872,9,1,0
"Uala Ualalá",125,"5DPHDqGo6BbyvFn0QUJdIR",0.385,0.488,5,-9.946,1,0.03,0.603,0.00662,0.446,0.721,150.328,127040,4,64.98356,6,0,0
"Losing You",147,"78HTdAIfx2UBmFWZN4s7A6",0.384,0.303,4,-9.288,1,0.027,0.516,0,0.185,0.269,110.75,154173,3,53.14349,9,1,0
"Lonely Blue Boy",112,"555aGlegOjCZVH9ifvf61s",0.659,0.342,5,-13.709,1,0.0353,0.777,1.26e-05,0.248,0.677,112.878,135067,3,56.49031,6,1,0
"Mon amour",52,"5rYzNTWs9MZO4N6BGBTtAr",0.402,0.33,8,-9.396,1,0.0384,0.788,0,0.357,0.601,129.947,157933,4,34.14041,9,0,0
"Samba Saravah",960,"2g86TduNPjOj3bRcgpQEpL",0.644,0.314,8,-14.51,1,0.0556,0.906,0.000547,0.0873,0.613,147.709,276720,4,21.29297,16,0,0
"Camino Inseguro",136,"45UtC3SXgW2mQzelwGPvx5",0.476,0.607,7,-3.508,1,0.0468,0.696,6.66e-06,0.209,0.476,82.773,171893,4,77.78281,6,0,0
"Glass Beads",379,"4uGuhWQpld73LivwhiwoBr",0.659,0.29,11,-17.838,0,0.0365,0.622,0.226,0.201,0.666,116.309,119093,4,28.32287,9,0,0
